sentence,intent,tokens,BIO_tags
please book me 2 for kalki 2898 ad at 9 : 30 pm,book_ticket,"[""please"", ""book"", ""me"", ""2"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""9"", "":"", ""30"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
hello,greeting,"[""hello""]","[""O""]"
show me showtimes for barbie on next saturday now,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""barbie"", ""on"", ""next"", ""saturday"", ""now""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
look up my movie booking in kolkata,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
yo look up my movie booking in mumbai,check_booking_status,"[""yo"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hello,greeting,"[""hello""]","[""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
yo i want c4 for the show,select_seat,"[""yo"", ""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
yo what movies like the batman are running in kolkasa please,search_movie,"[""yo"", ""what"", ""movies"", ""like"", ""the"", ""batman"", ""are"", ""running"", ""in"", ""kolkasa"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
hello,greeting,"[""hello""]","[""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
um hey book 5 balcony tickets for jawnn at inox city center,book_ticket,"[""um"", ""hey"", ""book"", ""5"", ""balcony"", ""tickets"", ""for"", ""jawnn"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pls book 6 recliner tickets for interstellar at luxe imax,book_ticket,"[""pls"", ""book"", ""6"", ""recliner"", ""tickets"", ""for"", ""interstellar"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
any tamil movies in kolkata,search_movie,"[""any"", ""tamil"", ""movies"", ""in"", ""kolkata""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
find jawan in pune,search_movie,"[""find"", ""jawan"", ""in"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
yo please buk me 1 for barbie at 5 pm,book_ticket,"[""yo"", ""please"", ""buk"", ""me"", ""1"", ""for"", ""barbie"", ""at"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
um hey thre,greeting,"[""um"", ""hey"", ""thre""]","[""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
look up my movle booking in hyderabad,check_booking_status,"[""look"", ""up"", ""my"", ""movle"", ""booking"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey please refund my booking for 27 may,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
show my booking details at miraj cinemas,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
check my booking status for oppenheimer,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
hey book 2 balcony tickets for interstellar at wave cinemas,book_ticket,"[""hey"", ""book"", ""2"", ""balcony"", ""tickets"", ""for"", ""interstellar"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo drop my reservation at luxe imax,cancel_ticket,"[""yo"", ""drop"", ""my"", ""reservation"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo look up my movie booking in chennai,check_booking_status,"[""yo"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
yo give me vip around c3,select_seat,"[""yo"", ""give"", ""me"", ""vip"", ""around"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo,greeting,"[""yo""]","[""O""]"
cancel my tiger 3 booking at cinepolis central,cancel_ticket,"[""cancel"", ""my"", ""tiger"", ""3"", ""booking"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um buk 4 premium tickqts for tiger 3 at raj mandir,book_ticket,"[""um"", ""buk"", ""4"", ""premium"", ""tickqts"", ""for"", ""tiger"", ""3"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
that's all thx,goodbye,"[""that's"", ""all"", ""thx""]","[""O"", ""O"", ""O""]"
yo i want to cncl tickes for openheimer today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cncl"", ""tickes"", ""for"", ""openheimer"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
um what movies like leo are running in kolkata,search_movie,"[""um"", ""what"", ""movies"", ""like"", ""leo"", ""are"", ""running"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
is there a 2d show of jawan today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
what movies like avatar the way of water are running in delhi,search_movie,"[""what"", ""movies"", ""like"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""are"", ""running"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
any tamil movies in delhi,search_movie,"[""any"", ""tamil"", ""movies"", ""in"", ""delhi""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
bye and thx,goodbye,"[""bye"", ""and"", ""thx""]","[""O"", ""O"", ""O""]"
um drop my reservation at inox city center,cancel_ticket,"[""um"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
give me balcony around a10,select_seat,"[""give"", ""me"", ""balcony"", ""around"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
book 2 vip tickts for jawan at raj mandir,book_ticket,"[""book"", ""2"", ""vip"", ""tickts"", ""for"", ""jawan"", ""at"", ""raj"", ""mandir""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um is there a 4dx show of spider man no way home today,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey check my booking status for oppenheimer,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
um cancel the 6 seats in delhi pls,cancel_ticket,"[""um"", ""cancel"", ""the"", ""6"", ""seats"", ""in"", ""delhi"", ""pls""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
look up my movie booking in mumbai,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
is my reservation confirmed for 10 am,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""10"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
yo find jawan in ahmedabad,search_movie,"[""yo"", ""find"", ""jawan"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
can u book kalki 2898 ad for 6 people,book_ticket,"[""can"", ""u"", ""book"", ""kalki"", ""2898"", ""ad"", ""for"", ""6"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
check my booking status for avatar the way of water pls,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
is my reservation confirmed for 11 : 30 am,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", "":"", ""30"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
hey tell me the timings for spider man no way home at carnival city mall,check_showtime,"[""hey"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
is there a 3d show of avatar the way of water today,check_showtime,"[""is"", ""there"", ""a"", ""3d"", ""show"", ""of"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
what time does avatar the way of water start in pune,check_showtime,"[""what"", ""time"", ""does"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""start"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo,greeting,"[""yo""]","[""O""]"
um show me barbie sessions in delhi,search_movie,"[""um"", ""show"", ""me"", ""barbie"", ""sessions"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hello,greeting,"[""hello""]","[""O""]"
pls show me tiger 3 sessions in delhi,search_movie,"[""pls"", ""show"", ""me"", ""tiger"", ""3"", ""sessions"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
um give me balcony around a10,select_seat,"[""um"", ""give"", ""me"", ""balcony"", ""around"", ""a10""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
hey check my booking status for dune part two,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""dune"", ""part"", ""two""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
give me vip around d8,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""d8""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
can u book jawan for 2 people,book_ticket,"[""can"", ""u"", ""book"", ""jawan"", ""for"", ""2"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
pls can u book avatar the way of water for 1 people,book_ticket,"[""pls"", ""can"", ""u"", ""book"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
um is there a 2d show of dune part two today,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""dune"", ""part"", ""two"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
whre is my tickct for 27 may,check_booking_status,"[""whre"", ""is"", ""my"", ""tickct"", ""for"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
that's all thfnks,goodbye,"[""that's"", ""all"", ""thfnks""]","[""O"", ""O"", ""O""]"
select seat e15,select_seat,"[""select"", ""seat"", ""e15""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
pick recliner seats near b7,select_seat,"[""pick"", ""recliner"", ""seats"", ""near"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
cancel my oppenheimer booking at miraj cinemas,cancel_ticket,"[""cancel"", ""my"", ""oppenheimer"", ""booking"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls um is my reservation confirmed for 11 pm,check_booking_status,"[""pls"", ""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
tell me the timings for oppnheimer at cinepolis central,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""oppnheimer"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
helbo,greeting,"[""helbo""]","[""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
pick balcony seats near b7,select_seat,"[""pick"", ""balcony"", ""seats"", ""near"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey look up my movie booking in kochi,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls choose regular seat a11 now,select_seat,"[""pls"", ""choose"", ""regular"", ""seat"", ""a11"", ""now""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
um show me showtimes for the batman on 26 may,check_showtime,"[""um"", ""show"", ""me"", ""showtimes"", ""for"", ""the"", ""batman"", ""on"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
hey drop my reservation at miraj cinemas,cancel_ticket,"[""hey"", ""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo yo drop my reservation at cinepolis central,cancel_ticket,"[""yo"", ""yo"", ""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey look up my movie booking in delhi,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
yo is my reservation confirmed for 11 pm,check_booking_status,"[""yo"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
hey please refund my booking for 26 may,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
what time does dune part two start in bengaluru,check_showtime,"[""what"", ""time"", ""does"", ""dune"", ""part"", ""two"", ""start"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
quick show me showtimes for interstellr on 27 may,check_showtime,"[""quick"", ""show"", ""me"", ""showtimes"", ""for"", ""interstellr"", ""on"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
please refund my booking for this evening,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
pls check my booking status for oppenheimer,check_booking_status,"[""pls"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
helo,greeting,"[""helo""]","[""O""]"
i want d8 for the show,select_seat,"[""i"", ""want"", ""d8"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
pls choose regular seat b7,select_seat,"[""pls"", ""choose"", ""regular"", ""seat"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo show me showtimes for tiger 3 on 27 may,check_showtime,"[""yo"", ""show"", ""me"", ""showtimes"", ""for"", ""tiger"", ""3"", ""on"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
pls show my booking details at inox city center,check_booking_status,"[""pls"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pls any kannada movies in hyderabad,search_movie,"[""pls"", ""any"", ""kannada"", ""movies"", ""in"", ""hyderabad""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
check my booking status for leo,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""leo""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
yo pick regular seats near a11,select_seat,"[""yo"", ""pick"", ""regular"", ""seats"", ""near"", ""a11""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
pls book 4 balcony tickets for the batman at pvr nexus mall,book_ticket,"[""pls"", ""book"", ""4"", ""balcony"", ""tickets"", ""for"", ""the"", ""batman"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
look up my movie booking in mumbai,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey cancel the 4 seats in kolkata,cancel_ticket,"[""hey"", ""cancel"", ""the"", ""4"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
yo pick vip seats near c4,select_seat,"[""yo"", ""pick"", ""vip"", ""seats"", ""near"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
pls hey show me showtimes for interstellar on 27 may,check_showtime,"[""pls"", ""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""interstellar"", ""on"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
please reund my booking for 25 may please,cancel_ticket,"[""please"", ""reund"", ""my"", ""booking"", ""for"", ""25"", ""may"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
tell me the timings for oppenheimer at luxe imax,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""oppenheimer"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
see you latnr,goodbye,"[""see"", ""you"", ""latnr""]","[""O"", ""O"", ""O""]"
show me spider man no way home sessions in kolkata,search_movie,"[""show"", ""me"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""sessions"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
give me vip arond e15,select_seat,"[""give"", ""me"", ""vip"", ""arond"", ""e15""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
i want b12 for the show,select_seat,"[""i"", ""want"", ""b12"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
hey show me showtimes for spider man no way home on this weekend,check_showtime,"[""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""on"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
i want to cancel tickets for avatar the way of watr today pls,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""watr"", ""today"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
