sentence,intent,tokens,BIO_tags
um when is the batman showing at carnival city mall,check_showtime,"[""um"", ""when"", ""is"", ""the"", ""batman"", ""showing"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
um give me balcony around a10,select_seat,"[""um"", ""give"", ""me"", ""balcony"", ""around"", ""a10""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
cancel my top gun maverick booking at inox city center,cancel_ticket,"[""cancel"", ""my"", ""top"", ""gun"", ""maverick"", ""booking"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
hey pick vip seats near a10,select_seat,"[""hey"", ""pick"", ""vip"", ""seats"", ""near"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
helo,greeting,"[""helo""]","[""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
um give me balcony around c3,select_seat,"[""um"", ""give"", ""me"", ""balcony"", ""around"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
drop my reservation at miraj cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
what movies like oppenheimer are running in ahmedabad,search_movie,"[""what"", ""movies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
tell me the timings for dune part two at inox city center,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
um is there a 4dx show of kalki 2898 ad toay?,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""toay"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
show my booking details at cinepolis central,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um cancel my leo booking at inox city center,cancel_ticket,"[""um"", ""cancel"", ""my"", ""leo"", ""booking"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
find interstellar in hyderabad,search_movie,"[""find"", ""interstellar"", ""in"", ""hyderabad""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
i want to cancel tix for barbie toay,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tix"", ""for"", ""barbie"", ""toay""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
i want a10 for the show,select_seat,"[""i"", ""want"", ""a10"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
pls where is my ticket for 25 may,check_booking_status,"[""pls"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um show me showtimes for tiger 3 on tomorrow,check_showtime,"[""um"", ""show"", ""me"", ""showtimes"", ""for"", ""tiger"", ""3"", ""on"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
what time does dune part two start in bengaluru,check_showtime,"[""what"", ""time"", ""does"", ""dune"", ""part"", ""two"", ""start"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
thx bye,goodbye,"[""thx"", ""bye""]","[""O"", ""O""]"
quick drop my reservation at raj mandir,cancel_ticket,"[""quick"", ""drop"", ""my"", ""reservation"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo show my booking details at luxe imax,check_booking_status,"[""yo"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey check my booking szatus for the batman please,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""szatus"", ""for"", ""the"", ""batman"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo where is my ticket for 25 may,check_booking_status,"[""yo"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
pick balcony seats near a10,select_seat,"[""pick"", ""balcony"", ""seats"", ""near"", ""a10""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey please refund my booking for next friday,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
any tamil movies in pune,search_movie,"[""any"", ""tamil"", ""movies"", ""in"", ""pune""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
is avatar the way of water playing near kochi?,search_movie,"[""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""playing"", ""near"", ""kochi"", ""?""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls look up my movie booking in jaipur,check_booking_status,"[""pls"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pick vip seats near c3,select_seat,"[""pick"", ""vip"", ""seats"", ""near"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
show me brbie sessions in ahmsdabad,search_movie,"[""show"", ""me"", ""brbie"", ""sessions"", ""in"", ""ahmsdabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey hey select seat c4,select_seat,"[""hey"", ""hey"", ""select"", ""seat"", ""c4""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
find dune part two in pune,search_movie,"[""find"", ""dune"", ""part"", ""two"", ""in"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
pick vip seats near c3,select_seat,"[""pick"", ""vip"", ""seats"", ""near"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
is there a 4dx show of kalki 2898 ad today,check_showtime,"[""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
drop my reservation at raj mandir,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey show my booking details at luxe imax,check_booking_status,"[""hey"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo is the batman playing near delhi,search_movie,"[""yo"", ""is"", ""the"", ""batman"", ""playing"", ""near"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
quick um look up my movi booking in chennai,check_booking_status,"[""quick"", ""um"", ""look"", ""up"", ""my"", ""movi"", ""booking"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
show me barbie sessions in chennai,search_movie,"[""show"", ""me"", ""barbie"", ""sessions"", ""in"", ""chennai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls show me showtimes for interstelar on tomorrow,check_showtime,"[""pls"", ""show"", ""me"", ""showtimes"", ""for"", ""interstelar"", ""on"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE""]"
goodbne,goodbye,"[""goodbne""]","[""O""]"
give me prmium around e15,select_seat,"[""give"", ""me"", ""prmium"", ""around"", ""e15""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
is my reservation confirmed for 6 : 45 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
what time does tiger 3 start in delhi,check_showtime,"[""what"", ""time"", ""does"", ""tiger"", ""3"", ""start"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
pls look up my movie booking in kochi,check_booking_status,"[""pls"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls choose premium seat e15,select_seat,"[""pls"", ""choose"", ""premium"", ""seat"", ""e15""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey is jawan playing near delhi,search_movie,"[""hey"", ""is"", ""jawan"", ""playing"", ""near"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hello,greeting,"[""hello""]","[""O""]"
tell me the timings for barbie at carnval city mall,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""barbie"", ""at"", ""carnval"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
i want b12 for the show,select_seat,"[""i"", ""want"", ""b12"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
i want a10 for the show,select_seat,"[""i"", ""want"", ""a10"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
um select seat c3,select_seat,"[""um"", ""select"", ""seat"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey what movies like top gun maverick are running in bengaluru,search_movie,"[""hey"", ""what"", ""movies"", ""like"", ""top"", ""gun"", ""maverick"", ""are"", ""running"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
any french movies in mumqai,search_movie,"[""any"", ""french"", ""movies"", ""in"", ""mumqai""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
pls um i need 3 ticets for top gun maverick this tomzrrow please,book_ticket,"[""pls"", ""um"", ""i"", ""need"", ""3"", ""ticets"", ""for"", ""top"", ""gun"", ""maverick"", ""this"", ""tomzrrow"", ""please""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
drop my reservation at luxe imax,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
yo i need 6 tickets for spier man no way home this toniht,book_ticket,"[""yo"", ""i"", ""need"", ""6"", ""tickets"", ""for"", ""spier"", ""man"", ""no"", ""way"", ""home"", ""this"", ""toniht""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
is spider man no way home playing near mumbai thx,search_movie,"[""is"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""playing"", ""near"", ""mumbai"", ""thx""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
cancel my tiger 3 booking at pvr nexus mall,cancel_ticket,"[""cancel"", ""my"", ""tiger"", ""3"", ""booking"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
is oppenheimer playing near hyderabad,search_movie,"[""is"", ""oppenheimer"", ""playing"", ""near"", ""hyderabad""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um show me barbie sessions in delhi,search_movie,"[""um"", ""show"", ""me"", ""barbie"", ""sessions"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
choose balcony seat e15,select_seat,"[""choose"", ""balcony"", ""seat"", ""e15""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo i want to cancel tickets for oppenheimer today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""oppenheimer"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
show me spider man no way home sessions in kolkata,search_movie,"[""show"", ""me"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""sessions"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
show my booking details at raj mandir,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls show me tiger 3 sessions in delhi,search_movie,"[""pls"", ""show"", ""me"", ""tiger"", ""3"", ""sessions"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
um find leo in jaipur,search_movie,"[""um"", ""find"", ""leo"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls give me premium around d8,select_seat,"[""pls"", ""give"", ""me"", ""premium"", ""around"", ""d8""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo is my reservation confirmed for 1 pm,check_booking_status,"[""yo"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
hey find avatar the way of water in jaipur,search_movie,"[""hey"", ""find"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
check my booking status for avatar the way of water pls,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
i need 4 tickets for jawan this tomorrow,book_ticket,"[""i"", ""need"", ""4"", ""tickets"", ""for"", ""jawan"", ""this"", ""tomorrow""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE""]"
yo give me balcony around c4,select_seat,"[""yo"", ""give"", ""me"", ""balcony"", ""around"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo any malakalam muvies in mumbai,search_movie,"[""yo"", ""any"", ""malakalam"", ""muvies"", ""in"", ""mumbai""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
drop my reservation at miraj cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
any malayalam movies in pune,search_movie,"[""any"", ""malayalam"", ""movies"", ""in"", ""pune""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
um buk 4 premium tickqts for tiger 3 at raj mandir,book_ticket,"[""um"", ""buk"", ""4"", ""premium"", ""tickqts"", ""for"", ""tiger"", ""3"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
please book me 5 for dune part two at 1 pm,book_ticket,"[""please"", ""book"", ""me"", ""5"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
pls look up my movie booking in ahmedabad,check_booking_status,"[""pls"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls cancel my oppenheimer booking at carnival city mall,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""oppenheimer"", ""booking"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
um i need 2 tickets for interstellar this 27 may,book_ticket,"[""um"", ""i"", ""need"", ""2"", ""tickets"", ""for"", ""interstellar"", ""this"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
give me recliner around b7,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey show my bookng detfils at miraj cinemas,check_booking_status,"[""hey"", ""show"", ""my"", ""bookng"", ""detfils"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hello,greeting,"[""hello""]","[""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo show me showtimes for tiger 3 on 27 may,check_showtime,"[""yo"", ""show"", ""me"", ""showtimes"", ""for"", ""tiger"", ""3"", ""on"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
see you latnr,goodbye,"[""see"", ""you"", ""latnr""]","[""O"", ""O"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
yo what movis like top gun maverick are runnimg in hyderabad,search_movie,"[""yo"", ""what"", ""movis"", ""like"", ""top"", ""gun"", ""maverick"", ""are"", ""runnimg"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
i want to cancel tickets for tiger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
um pease buk me 3 for leo at 11 : 30 am,book_ticket,"[""um"", ""pease"", ""buk"", ""me"", ""3"", ""for"", ""leo"", ""at"", ""11"", "":"", ""30"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
pls cancel my top gun maverick bookng at luxe imax pls,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""top"", ""gun"", ""maverick"", ""bookng"", ""at"", ""luxe"", ""imax"", ""pls""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
give me premium around c4,select_seat,"[""give"", ""me"", ""premium"", ""around"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey there?,greeting,"[""hey"", ""there"", ""?""]","[""O"", ""O""]"
can u book dune part two for 4 people,book_ticket,"[""can"", ""u"", ""book"", ""dune"", ""part"", ""two"", ""for"", ""4"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
i need 3 tickets for leo this 25 may,book_ticket,"[""i"", ""need"", ""3"", ""tickets"", ""for"", ""leo"", ""this"", ""25"", ""may""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
hey please refund my booking for 26 may,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um reserve 6 vip seats in bengaluru,book_ticket,"[""um"", ""reserve"", ""6"", ""vip"", ""seats"", ""in"", ""bengaluru""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
yo yo now,greeting,"[""yo"", ""yo"", ""now""]","[""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
check my booking status for kalki 2898 ad,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""kalki"", ""2898"", ""ad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
pls i need 2 tickets for jawan this this weeend,book_ticket,"[""pls"", ""i"", ""need"", ""2"", ""tickets"", ""for"", ""jawan"", ""this"", ""this"", ""weeend""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
is there a dolby show of jawan today,check_showtime,"[""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
pls tell me the timings for tiger 3 at carnival city mall,check_showtime,"[""pls"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""tiger"", ""3"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
